accel_x[m/s^2],accel_y[m/s^2],accel_z[m/s^2],gyro_x[rad/s],gyro_y[rad/s],gyro_z[rad/s],mag_x[uT],mag_y[uT],mag_z[uT]
-4.59,11.63,0,-4.59,11.63,0,8.37,-33.84,-33.22
-4.74,12.09,-1.81,-4.74,12.09,-1.81,8.54,-35.12,-35.12
-5.05,12.37,-1.79,-5.05,12.37,-1.79,9.08,-34.56,-36.66
-5.4,13.1,-1.94,-5.4,13.1,-1.94,9.43,-33.84,-36.31
-5.47,13.07,-2.02,-5.47,13.07,-2.02,7.83,-34.03,-37.53
-5.39,13.65,-1.95,-5.39,13.65,-1.95,8.54,-33.31,-38.56
-5.27,13.45,-1.92,-5.27,13.45,-1.92,6.41,-33.69,-39.59
-5.36,13.57,-1.82,-5.36,13.57,-1.82,6.94,-33.16,-39.41
-5.43,13.45,-1.73,-5.43,13.45,-1.73,6.94,-32.06,-40.09
-5.17,13.55,-1.62,-5.17,13.55,-1.62,3.56,-31.17,-40.97
-4.61,13.95,-1.46,-4.61,13.95,-1.46,3.2,-30.45,-42
-3.57,13.72,-1.22,-3.57,13.72,-1.22,2.31,-30.64,-41.47
-2.89,13.42,-0.97,-2.89,13.42,-0.97,2.31,-27.77,-43.22
-2.79,13.23,-0.77,-2.79,13.23,-0.77,-0.36,-27.23,-43.38
-3.07,12.98,-0.55,-3.07,12.98,-0.55,-1.6,-27.77,-43.91
-2.96,13.6,-0.42,-2.96,13.6,-0.42,-1.6,-26.34,-45.97
-2.26,13.39,-0.37,-2.26,13.39,-0.37,-4.09,-24.91,-47
-1.87,13.67,-0.31,-1.87,13.67,-0.31,-4.63,-23.3,-47.16
-1.87,13.67,-0.31,-1.87,13.67,-0.31,-4.63,-23.3,-47.16
-1.41,13.3,-0.17,-1.41,13.3,-0.17,-4.45,-22.03,-46.66
-0.75,13.96,0.01,-0.75,13.96,0.01,-6.77,-21.86,-47.5
-0.07,13.58,0.19,-0.07,13.58,0.19,-6.23,-19.89,-48.03
0.38,13.86,0.39,0.38,13.86,0.39,-6.59,-17.38,-48.72
0.76,13.59,0.5,0.76,13.59,0.5,-8.37,-15.59,-49.75
1.34,13.93,0.59,1.34,13.93,0.59,-9.43,-14.16,-49.75
2.05,13.41,0.79,2.05,13.41,0.79,-10.68,-13.26,-50.25
2.77,13.09,0.9,2.77,13.09,0.9,-10.32,-12.9,-49.56
3.68,12.66,1.03,3.68,12.66,1.03,-10.86,-10.93,-52.16
4.46,12.46,1.24,4.46,12.46,1.24,-11.04,-9.67,-52.34
5.01,12.41,1.17,5.01,12.41,1.17,-11.39,-7.88,-52.69
5.29,12.16,1.21,5.29,12.16,1.21,-13.53,-6.81,-52
5.69,11.9,1.27,5.69,11.9,1.27,-12.28,-7.35,-52.16
5.97,11.86,1.25,5.97,11.86,1.25,-11.92,-5.91,-51.81
6.11,11.22,1.23,6.11,11.22,1.23,-11.39,-5.73,-54.06
6.3,11.02,1.32,6.3,11.02,1.32,-11.39,-3.58,-53.72
6.81,10.77,1.13,6.81,10.77,1.13,-12.46,-2.15,-53.72
7.17,11.33,0.99,7.17,11.33,0.99,-11.39,-1.43,-53.72
7.39,11.3,0.81,7.39,11.3,0.81,-12.81,-0.72,-53.03
7.27,11.82,0.67,7.27,11.82,0.67,-10.86,0.54,-54.91
7.04,11.69,0.65,7.04,11.69,0.65,-11.92,0.18,-54.91
7.17,11.29,0.79,7.17,11.29,0.79,-12.99,0.54,-53.53
7.32,10.73,0.87,7.32,10.73,0.87,-13.53,2.15,-52.69
7.41,10.59,0.81,7.41,10.59,0.81,-12.64,0.9,-53.19
7.05,10.05,0.78,7.05,10.05,0.78,-12.46,1.43,-54.41
6.52,9.53,0.98,6.52,9.53,0.98,-13.7,1.61,-52.5
6.41,8.81,1.28,6.41,8.81,1.28,-11.75,2.87,-53.72
6.18,7.7,1.53,6.18,7.7,1.53,-12.28,1.97,-53.88
6.16,7.02,1.85,6.16,7.02,1.85,-13.88,2.15,-52
5.82,5.95,2.04,5.82,5.95,2.04,-12.1,2.51,-53.03
5.18,5.62,2.37,5.18,5.62,2.37,-13.7,1.97,-52.5
4.91,4.82,2.5,4.91,4.82,2.5,-14.24,0.36,-51.31
4.57,4.76,2.63,4.57,4.76,2.63,-13.7,1.97,-52.16
5.18,4.52,2.73,5.18,4.52,2.73,-14.24,1.43,-50.62
5.18,4.02,1.85,5.18,4.02,1.85,-13.35,0.18,-50.09
6.39,5.06,0.88,6.39,5.06,0.88,-14.42,0.9,-50.44
8.08,5.92,-0.75,8.08,5.92,-0.75,-14.95,1.08,-49.91
9.74,7.57,-2.65,9.74,7.57,-2.65,-14.42,-0.18,-50.09
11.98,7.07,-4.21,11.98,7.07,-4.21,-12.28,-1.97,-50.44
9.66,4.44,-1.57,9.66,4.44,-1.57,-12.99,-3.4,-49.41
7.23,4.52,0.67,7.23,4.52,0.67,-12.1,-7.88,-46.47
6.11,5.44,0.45,6.11,5.44,0.45,-13.17,-9.67,-44.41
5.69,6.17,0.17,5.69,6.17,0.17,-13.35,-11.65,-45.97
7.62,7.56,-0.71,7.62,7.56,-0.71,-11.21,-14.88,-45.28
9.02,6.82,-1.37,9.02,6.82,-1.37,-8.9,-18.27,-45.78
12.31,7.77,-1.58,12.31,7.77,-1.58,-6.94,-19.89,-43.91
12.12,7.67,-0.45,12.12,7.67,-0.45,-3.92,-22.22,-44.06
10.7,9.08,-0.32,10.7,9.08,-0.32,-0.71,-27.23,-41.66
9.18,9.02,-1.55,9.18,9.02,-1.55,2.13,-27.95,-42.69
8.41,12.09,-1.39,8.41,12.09,-1.39,4.63,-32.25,-42
7.4,11.69,-0.77,7.4,11.69,-0.77,10.5,-33.16,-42.19
5.34,11.94,-0.17,5.34,11.94,-0.17,14.06,-37.44,-41.12
4.52,12.67,0.28,4.52,12.67,0.28,19.75,-37.81,-39.75
3.44,13,0.37,3.44,13,0.37,21.72,-37.62,-38.56
2.91,14.48,-0.17,2.91,14.48,-0.17,26.17,-40.66,-38.38
1.24,13.73,-1.83,1.24,13.73,-1.83,32.22,-38.53,-36.66
-0.3,15.78,-2.43,-0.3,15.78,-2.43,36.12,-38.53,-35.97
-2.26,15.34,-2.87,-2.26,15.34,-2.87,41.47,-38.16,-35.62
-4.3,16.44,-3.39,-4.3,16.44,-3.39,43.59,-38.53,-34.25
-5.42,15.4,-3.94,-5.42,15.4,-3.94,47.16,-37.09,-34.59
-6.91,14.95,-4.54,-6.91,14.95,-4.54,51.25,-35.12,-33.38
-8.36,14.38,-5.38,-8.36,14.38,-5.38,54.28,-34.56,-30.81
-9.91,13.44,-5.61,-9.91,13.44,-5.61,54.28,-33.5,-30.81
-10.02,11.79,-5.26,-10.02,11.79,-5.26,59.09,-32.97,-28.92
-9.7,9.91,-5.2,-9.7,9.91,-5.2,59.81,-32.25,-28.23
-8.88,8.27,-4.63,-8.88,8.27,-4.63,61.78,-30.28,-26
-8.31,6.36,-4.2,-8.31,6.36,-4.2,61.41,-29.56,-27.72
-7.84,6.03,-3.38,-7.84,6.03,-3.38,62.31,-29.75,-24.78
-6.95,5.35,-2.65,-6.95,5.35,-2.65,64.06,-28.67,-24.44
-5.84,5.04,-1.87,-5.84,5.04,-1.87,64.25,-27.06,-24.27
-4.56,4.29,-1.17,-4.56,4.29,-1.17,65.31,-26.7,-24.95
-3.49,2.93,-0.76,-3.49,2.93,-0.76,64.25,-27.06,-22.55
-3.42,2.61,-0.29,-3.42,2.61,-0.29,64.25,-27.06,-21.52
-3.04,2.35,0.28,-3.04,2.35,0.28,63.56,-25.62,-21.52
-2.88,2.66,0.45,-2.88,2.66,0.45,62.84,-24.91,-19.11
-2.47,3.07,0.32,-2.47,3.07,0.32,61.94,-25.44,-19.28
-1.54,1.67,0.05,-1.54,1.67,0.05,61.78,-25.27,-18.08
-1.95,2.52,0.1,-1.95,2.52,0.1,61.59,-25.8,-17.56
-1.34,1.95,0.02,-1.34,1.95,0.02,61.06,-26.7,-17.05
-4.07,1.75,-0.53,-4.07,1.75,-0.53,61.06,-25.62,0
-3.61,4.99,-0.42,-3.61,4.99,-0.42,59.81,-26.88,-14.12
-0.67,10.93,-2.31,-0.67,10.93,-2.31,57.84,-25.98,-14.98
4.64,24.45,-10.02,4.64,24.45,-10.02,56.59,-25.8,-15.49
17.69,54.12,-18.64,17.69,54.12,-18.64,56.97,-24.36,-17.22
-2.16,96.12,-37.84,-2.16,96.12,-37.84,53.22,-29.56,-11.19
-24.31,115.06,-28.59,-24.31,115.06,-28.59,48.94,-31.36,-6.37
-9.82,88.38,-11.95,-9.82,88.38,-11.95,50.03,-26.7,-11.19
-15.89,56.41,-10.2,-15.89,56.41,-10.2,51.25,-27.23,-8.26
2.38,40.75,-12.4,2.38,40.75,-12.4,49.66,-25.98,-3.96
6.19,37.31,-130,6.19,37.31,-130,51.81,-20.97,-11.88
-59.81,-53.81,-156.88,-59.81,-53.81,-156.88,47.34,-27.95,1.72
33.22,-71.56,-156.88,33.22,-71.56,-156.88,43.59,-25.62,2.24
19.06,-79,-34.09,19.06,-79,-34.09,52.16,-15.95,-13.6
8.89,-35.97,19.36,8.89,-35.97,19.36,43.06,-29.39,0.34
-5.5,-19.88,38.56,-5.5,-19.88,38.56,37.56,-31.72,1.21
-5.2,12.86,47.88,-5.2,12.86,47.88,43.78,-25.8,-16.52
7.14,73.31,43.03,7.14,73.31,43.03,37.38,-32.97,-10.33
-0.31,15.59,25.75,-0.31,15.59,25.75,33.09,-34.41,-9.98
0.61,-7.03,27.45,0.61,-7.03,27.45,35.25,-31.89,-16.88
15.09,7.55,32.41,15.09,7.55,32.41,30.27,-34.03,-13.77
95.81,82.06,61.41,95.81,82.06,61.41,28.12,-34.75,-20.31
121.19,101.69,88.44,121.19,101.69,88.44,48.78,-11.47,-57.84
67.94,-7.46,36.06,67.94,-7.46,36.06,41.28,-23.66,-27.89
55.69,-77.5,-0.22,55.69,-77.5,-0.22,21.72,-42.62,6.89
18.39,-65.5,-0.02,18.39,-65.5,-0.02,28.3,-27.77,-14.29
24.78,0.45,16.84,24.78,0.45,16.84,39.16,-23.3,-29.27
28.02,27.5,21.3,28.02,27.5,21.3,33.28,-34.94,-13.26
4.09,28.81,15.03,4.09,28.81,15.03,29.91,-36.91,-7.57
-1.23,36.69,10.66,-1.23,36.69,10.66,37.03,-31.53,-19.97
-0.03,49.72,10.33,-0.03,49.72,10.33,42.38,-32.59,-20.66
-11.19,17.58,10.91,-11.19,17.58,10.91,38.81,-37.25,-11.7
-24.42,-2.54,10.76,-24.42,-2.54,10.76,38.81,-35.84,-14.8
-18.48,-18.25,9.72,-18.48,-18.25,9.72,41.12,-32.78,-14.63
-4.42,-26.08,3.79,-4.42,-26.08,3.79,40.41,-33.5,-11.88
-3.13,-16.03,4.86,-3.13,-16.03,4.86,39.69,-33.5,-13.6
6.33,-3.12,4.06,6.33,-3.12,4.06,39.5,-32.25,-15.49
5.39,5.97,4.18,5.39,5.97,4.18,38.97,-32.44,-15.66
11.33,11.14,2.86,11.33,11.14,2.86,39.5,-34.03,-17.22
10.04,13.65,3.62,10.04,13.65,3.62,38.44,-33.31,-17.91
10.43,3.93,2.88,10.43,3.93,2.88,36.31,-33.31,-18.59
9.57,7.07,3.55,9.57,7.07,3.55,36.66,-32.59,-18.25
9.06,9.81,3.1,9.06,9.81,3.1,35.78,-34.22,0
11.37,7.28,2.6,11.37,7.28,2.6,36.12,-33.5,-18.08
12.85,7.99,3.02,12.85,7.99,3.02,33.81,-34.03,-16.88
13.46,5.41,3.13,13.46,5.41,3.13,34,-33.16,-17.05
12.3,6.52,3.54,12.3,6.52,3.54,31.69,-34.41,-18.25
9.95,6.3,3.54,9.95,6.3,3.54,32.22,-33.84,-19.11
8.79,7.92,4.12,8.79,7.92,4.12,32.22,-33.5,-17.05
8.35,7.21,4.06,8.35,7.21,4.06,33.47,-34.75,-17.91
6.92,7.21,4.17,6.92,7.21,4.17,34.16,-34.75,-16.88
4.67,6.22,4.11,4.67,6.22,4.11,34.53,-34.41,-17.22
3.29,5.94,3.74,3.29,5.94,3.74,35.06,-35.66,-17.73
2.65,6.86,3.55,2.65,6.86,3.55,35.78,-33.5,-16.34
4.06,7.88,3.17,4.06,7.88,3.17,36.84,-35.66,-17.39
4.5,9.49,3.17,4.5,9.49,3.17,39.34,-34.56,-16.69
5.36,10.15,2.98,5.36,10.15,2.98,41.66,-34.41,-17.56
4.94,10.08,2.96,4.94,10.08,2.96,41.47,-31.72,-16.69
5.22,9.98,3,5.22,9.98,3,43.06,-31.89,-16.17
5.07,9.88,2.99,5.07,9.88,2.99,43.25,-33.84,0
4.67,10.9,3.01,4.67,10.9,3.01,44.31,-32.06,-18.08
3.97,10.35,2.79,3.97,10.35,2.79,46.28,-32.25,-16.88
3.36,10.27,2.49,3.36,10.27,2.49,45.94,-31.17,-17.91
2.67,9.17,2.04,2.67,9.17,2.04,46.09,-31.36,-17.39
2.11,9.34,1.49,2.11,9.34,1.49,48.41,-32.25,-16.88
0,9.27,0.72,0,9.27,0.72,47.88,-31.72,-17.39
2.01,9.66,0.3,2.01,9.66,0.3,47.69,-31.53,-16.52
1.72,9.9,0.07,1.72,9.9,0.07,47.34,-32.59,-16.52
1.63,9.55,-0.13,1.63,9.55,-0.13,46.47,-32.44,-17.73
1.37,9.36,-0.23,1.37,9.36,-0.23,46.47,-33.16,-17.73
1.23,8.79,-0.45,1.23,8.79,-0.45,47.16,-31.72,-18.77
1.05,9.27,-0.56,1.05,9.27,-0.56,49.31,-31,-18.77
1,9.29,-0.72,1,9.29,-0.72,47,-33.69,-17.91
0.97,9.95,-0.84,0.97,9.95,-0.84,45.56,-32.59,-17.91
1.17,10.23,-1.08,1.17,10.23,-1.08,46.62,-33.69,-17.56
1.66,10.27,-1.37,1.66,10.27,-1.37,46.28,-31.53,-18.94
2.06,10.23,-1.61,2.06,10.23,-1.61,45.38,-33.5,-17.39
2.67,10.7,-1.71,2.67,10.7,-1.71,47.16,-32.44,-18.42
3.39,10.95,-1.81,3.39,10.95,-1.81,45.75,-31.72,-18.08
4.02,11.16,-1.79,4.02,11.16,-1.79,47.69,-33.69,-17.22
4.52,10.59,-1.64,4.52,10.59,-1.64,46.09,-31.72,-18.77
4.29,9.81,-1.02,4.29,9.81,-1.02,45.03,-32.78,-18.77
3.83,8.8,-0.5,3.83,8.8,-0.5,43.59,-33.16,-19.45
3.74,8.55,-0.1,3.74,8.55,-0.1,44.84,-31.53,-17.22
3.96,8.6,0.09,3.96,8.6,0.09,44.84,-31.53,-17.91
4.37,8.89,0.01,4.37,8.89,0.01,45.94,-32.25,-16.88
4.67,8.91,-0.31,4.67,8.91,-0.31,45.75,-32.44,-18.42
4.49,9.08,-0.53,4.49,9.08,-0.53,46.28,-34.03,-18.25
4.12,9.12,-0.64,4.12,9.12,-0.64,45.03,-32.44,-18.77
3.88,9.12,-0.59,3.88,9.12,-0.59,45.03,-31.36,-18.08
3.85,9.08,-0.53,3.85,9.08,-0.53,46.09,-32.06,-18.08
3.99,9.12,-0.45,3.99,9.12,-0.45,45.03,-32.78,-18.77
3.92,9.2,-0.38,3.92,9.2,-0.38,46.28,-33.69,-18.59
3.8,9.16,-0.44,3.8,9.16,-0.44,46.09,-32.06,-19.11
3.74,9.09,-0.5,3.74,9.09,-0.5,45.75,-32.78,-18.42
3.76,9.23,-0.6,3.76,9.23,-0.6,44.69,-33.84,0
3.79,9.27,-0.55,3.79,9.27,-0.55,46.62,-32.97,-19.28
3.77,9.23,-0.48,3.77,9.23,-0.48,45.56,-31.89,-17.56
3.77,9.2,-0.45,3.77,9.2,-0.45,46.28,-32.97,-16.52
3.79,9.14,-0.48,3.79,9.14,-0.48,45.75,-33.5,-17.73
3.84,9.12,-0.49,3.84,9.12,-0.49,46.81,-32.06,-18.77
3.95,9.12,-0.48,3.95,9.12,-0.48,45.22,-32.59,-18.94
3.99,9.13,-0.5,3.99,9.13,-0.5,45.75,-32.44,-17.39
4.02,9.09,-0.48,4.02,9.09,-0.48,45.03,-31.36,-18.77
4,9.03,-0.47,4,9.03,-0.47,44.84,-33.31,-18.25
4.01,9.03,-0.49,4.01,9.03,-0.49,47,-32.97,-17.91
4.02,9.09,-0.47,4.02,9.09,-0.47,46.81,-31.36,-18.42
0,9.1,-0.47,0,9.1,-0.47,45.38,-32.78,-18.08
3.99,9.03,-0.48,3.99,9.03,-0.48,45.03,-32.06,-18.77
3.97,9.06,-0.48,3.97,9.06,-0.48,45.38,-32.78,-18.42
0,9.1,-0.45,0,9.1,-0.45,45.56,-32.59,-16.52
4,9.09,-0.48,4,9.09,-0.48,45.03,-33.16,-16.34
3.93,9.14,-0.49,3.93,9.14,-0.49,45.94,-31.53,-18.25
3.89,9.15,-0.48,3.89,9.15,-0.48,46.09,-33.84,-17.39
3.89,9.21,-0.49,3.89,9.21,-0.49,45.38,-32.44,-17.39
3.87,9.18,-0.48,3.87,9.18,-0.48,44.31,-32.44,-17.39
3.88,9.12,-0.53,3.88,9.12,-0.53,44.84,-31.89,-18.59
3.89,9.16,-0.52,3.89,9.16,-0.52,45.75,-32.44,-19.11
3.91,9.16,-0.45,3.91,9.16,-0.45,45.94,-32.97,-16.88
3.96,9.14,-0.45,3.96,9.14,-0.45,44.84,-32.97,-17.91
3.93,9.16,-0.47,3.93,9.16,-0.47,43.44,-32.25,-17.22
3.92,9.1,-0.48,3.92,9.1,-0.48,44.31,-31.36,-17.73
3.93,9.08,-0.5,3.93,9.08,-0.5,45.38,-33.16,-18.42
3.97,9.09,-0.5,3.97,9.09,-0.5,45.38,-31.72,-20.14
0,9.08,-0.5,0,9.08,-0.5,45.03,-33.16,-18.08
0,9.08,-0.48,0,9.08,-0.48,46.81,-32.78,-18.77
4,9.04,-0.48,4,9.04,-0.48,45.94,-31.53,-17.91
4,9.06,-0.46,4,9.06,-0.46,43.97,-33.5,-17.39
4.01,9.09,-0.48,4.01,9.09,-0.48,45.03,-31.72,-17.39
0,9.05,-0.47,0,9.05,-0.47,45.03,-33.16,-19.11
3.99,9.06,-0.49,3.99,9.06,-0.49,46.47,-32.78,-18.77
3.96,9.09,-0.5,3.96,9.09,-0.5,46.09,-32.44,-19.45
3.95,9.1,-0.5,3.95,9.1,-0.5,44.5,-33.69,-18.25
3.95,9.09,-0.48,3.95,9.09,-0.48,45.75,-32.78,-19.8
3.95,9.1,-0.46,3.95,9.1,-0.46,46.09,-33.16,-18.08
3.96,9.11,-0.48,3.96,9.11,-0.48,45.56,-34.03,-18.94
3.94,9.12,-0.48,3.94,9.12,-0.48,45.56,-32.97,-18.25
3.93,9.12,-0.47,3.93,9.12,-0.47,46.09,-32.06,-18.08
3.92,9.12,-0.48,3.92,9.12,-0.48,44.69,-32.06,-17.05
3.91,9.14,-0.5,3.91,9.14,-0.5,45.22,-31.89,-17.91
3.93,9.12,-0.5,3.93,9.12,-0.5,46.62,-31.89,-17.56
3.9,9.13,-0.47,3.9,9.13,-0.47,43.59,-33.16,-19.11
3.9,9.12,-0.46,3.9,9.12,-0.46,45.75,-31.72,-19.11
3.9,9.11,-0.5,3.9,9.11,-0.5,46.09,-32.06,-16.69
3.92,9.13,-0.5,3.92,9.13,-0.5,45.75,-33.16,-19.11
3.93,9.13,-0.49,3.93,9.13,-0.49,47.53,-32.06,-18.42
3.95,9.11,-0.5,3.95,9.11,-0.5,44.84,-32.59,-17.22
3.93,9.15,-0.45,3.93,9.15,-0.45,47.16,-32.78,-19.11
3.95,9.12,-0.45,3.95,9.12,-0.45,46.28,-32.25,-17.91
3.92,9.12,-0.47,3.92,9.12,-0.47,46.62,-31.17,-18.94
3.92,9.1,-0.49,3.92,9.1,-0.49,46.09,-32.44,-17.73
3.92,9.09,-0.48,3.92,9.09,-0.48,45.03,-33.16,-17.39
3.95,9.14,-0.47,3.95,9.14,-0.47,45.75,-32.78,-18.08
3.94,9.12,-0.49,3.94,9.12,-0.49,46.81,-32.78,-18.77
3.93,9.1,-0.45,3.93,9.1,-0.45,46.28,-32.97,-19.62
3.91,9.14,-0.46,3.91,9.14,-0.46,45.56,-31.53,-18.59
3.91,9.15,-0.48,3.91,9.15,-0.48,47.34,-31.53,-19.28
3.88,9.15,-0.48,3.88,9.15,-0.48,45.03,-32.06,-17.73
3.88,9.18,-0.48,3.88,9.18,-0.48,44.84,-32.25,-17.91
3.88,9.16,-0.48,3.88,9.16,-0.48,45.38,-32.44,-16.69
3.88,9.18,-0.47,3.88,9.18,-0.47,45.75,-33.16,-18.77
3.88,9.16,-0.5,3.88,9.16,-0.5,46.62,-32.97,-17.91
3.86,9.15,-0.51,3.86,9.15,-0.51,45.22,-33.69,-17.56
3.87,9.16,-0.51,3.87,9.16,-0.51,45.38,-32.44,-17.39
3.9,9.14,-0.5,3.9,9.14,-0.5,46.28,-32.97,-17.56
3.92,9.13,-0.49,3.92,9.13,-0.49,44.69,-32.44,-16.34
3.92,9.13,-0.45,3.92,9.13,-0.45,46.28,-32.97,-18.25
3.91,9.14,-0.47,3.91,9.14,-0.47,45.03,-33.16,-17.73
3.91,9.12,-0.47,3.91,9.12,-0.47,45.38,-31.72,-17.73
3.9,9.12,-0.47,3.9,9.12,-0.47,44.84,-32.59,-17.91
3.91,9.1,-0.46,3.91,9.1,-0.46,45.75,-33.16,-17.05
3.91,9.12,-0.48,3.91,9.12,-0.48,45.56,-34.03,-16.88
3.94,9.12,-0.48,3.94,9.12,-0.48,44.84,-32.97,-16.17
3.96,9.12,-0.49,3.96,9.12,-0.49,46.62,-32.25,-17.91
3.95,9.14,-0.5,3.95,9.14,-0.5,47,-35.12,-17.22
3.92,9.09,-0.47,3.92,9.09,-0.47,44.69,-33.5,-17.73
3.9,9.09,-0.49,3.9,9.09,-0.49,44.69,-35.28,-17.39
3.9,9.11,-0.48,3.9,9.11,-0.48,45.03,-32.44,-16.69
3.94,9.14,-0.49,3.94,9.14,-0.49,45.22,-32.59,-16.88
3.98,9.11,-0.46,3.98,9.11,-0.46,46.47,-32.06,-18.08
3.98,9.06,-0.47,3.98,9.06,-0.47,44.5,-32.97,-17.91
3.97,9.08,-0.45,3.97,9.08,-0.45,46.09,-32.78,-18.42
3.97,9.12,-0.45,3.97,9.12,-0.45,45.22,-32.59,-16.17
3.97,9.09,-0.48,3.97,9.09,-0.48,44.84,-32.59,-18.25
3.96,9.07,-0.49,3.96,9.07,-0.49,46.62,-31.89,-18.94
3.94,9.1,-0.48,3.94,9.1,-0.48,46.28,-32.59,-18.59
3.94,9.12,-0.48,3.94,9.12,-0.48,46.62,-32.59,-18.59
3.95,9.1,-0.48,3.95,9.1,-0.48,45.94,-31.89,-18.59
3.93,9.1,-0.49,3.93,9.1,-0.49,45.03,-32.44,-18.08
3.93,9.12,-0.49,3.93,9.12,-0.49,44.5,-33.31,-17.56
3.92,9.14,-0.5,3.92,9.14,-0.5,45.75,-32.78,-17.05
3.94,9.12,-0.48,3.94,9.12,-0.48,45.03,-32.06,-17.73
3.95,9.12,-0.48,3.95,9.12,-0.48,45.56,-30.81,-17.91
3.95,9.12,-0.46,3.95,9.12,-0.46,45.75,-33.5,-18.77
3.93,9.12,-0.46,3.93,9.12,-0.46,45.22,-33.31,-17.22
3.92,9.12,-0.48,3.92,9.12,-0.48,45.22,-33.31,-18.59
3.9,9.13,-0.5,3.9,9.13,-0.5,44.31,-32.78,-17.39
3.9,9.12,-0.49,3.9,9.12,-0.49,46.28,-32.59,-18.59
3.92,9.13,-0.47,3.92,9.13,-0.47,45.03,-33.16,-17.05
3.93,9.12,-0.47,3.93,9.12,-0.47,45.38,-33.84,-18.08
3.93,9.1,-0.49,3.93,9.1,-0.49,45.38,-32.78,-17.39
3.94,9.12,-0.49,3.94,9.12,-0.49,45.22,-32.97,-17.91
3.92,9.12,-0.49,3.92,9.12,-0.49,46.81,-33.16,-18.08
3.92,9.12,-0.48,3.92,9.12,-0.48,45.56,-33.31,-18.59
3.92,9.13,-0.49,3.92,9.13,-0.49,45.94,-31.17,-16.88
3.93,9.12,-0.49,3.93,9.12,-0.49,45.94,-33.31,-17.91
3.93,9.12,-0.45,3.93,9.12,-0.45,45.94,-33.69,-17.91
3.93,9.12,-0.46,3.93,9.12,-0.46,44.31,-33.16,-17.39
3.91,9.12,-0.5,3.91,9.12,-0.5,45.38,-32.44,-17.73
3.9,9.14,-0.49,3.9,9.14,-0.49,46.47,-31.72,-19.45
3.92,9.15,-0.49,3.92,9.15,-0.49,46.09,-32.06,-18.42
3.91,9.13,-0.48,3.91,9.13,-0.48,45.75,-33.16,-18.42
3.91,9.15,-0.48,3.91,9.15,-0.48,46.81,-32.06,-17.73
3.92,9.12,-0.47,3.92,9.12,-0.47,46.09,-32.06,-18.08
3.91,9.14,-0.51,3.91,9.14,-0.51,44.16,-32.25,-16.88
3.91,9.15,-0.49,3.91,9.15,-0.49,46.62,-32.97,-18.94
3.9,9.13,-0.47,3.9,9.13,-0.47,46.47,-32.06,-18.42
3.89,9.12,-0.47,3.89,9.12,-0.47,46.09,-31.36,-18.08
3.92,9.14,-0.5,3.92,9.14,-0.5,45.03,-33.5,-18.08
3.91,9.12,-0.48,3.91,9.12,-0.48,45.22,-30.81,-17.56
3.91,9.12,-0.47,3.91,9.12,-0.47,45.56,-31.17,-18.94
3.91,9.12,-0.48,3.91,9.12,-0.48,46.47,-32.06,-18.42
3.91,9.12,-0.47,3.91,9.12,-0.47,45.75,-32.44,-17.73
3.93,9.16,-0.47,3.93,9.16,-0.47,46.28,-32.25,-19.62
3.92,9.11,-0.49,3.92,9.11,-0.49,44.84,-33.69,-16.88
3.91,9.12,-0.49,3.91,9.12,-0.49,45.56,-32.59,-17.22
3.91,9.15,-0.48,3.91,9.15,-0.48,44.84,-33.69,-16.88
3.91,9.14,-0.48,3.91,9.14,-0.48,45.56,-33.31,-18.59
3.9,9.11,-0.48,3.9,9.11,-0.48,45.75,-32.44,-18.42
3.92,9.12,-0.47,3.92,9.12,-0.47,43.25,-32.78,-18.08
3.91,9.12,-0.46,3.91,9.12,-0.46,44.69,-32.44,-18.42
3.92,9.13,-0.47,3.92,9.13,-0.47,43.97,-32.44,-18.42
3.95,9.12,-0.48,3.95,9.12,-0.48,46.47,-33.16,-17.73
3.95,9.14,-0.48,3.95,9.14,-0.48,45.22,-32.59,-18.59
3.93,9.12,-0.46,3.93,9.12,-0.46,44.69,-33.5,-16.69
3.94,9.12,-0.48,3.94,9.12,-0.48,46.47,-32.44,-17.73
3.93,9.12,-0.49,3.93,9.12,-0.49,45.75,-31.36,-18.08
3.93,9.12,-0.5,3.93,9.12,-0.5,45.56,-32.25,-18.59
3.92,9.1,-0.49,3.92,9.1,-0.49,45.75,-32.44,-18.77
3.94,9.13,-0.5,3.94,9.13,-0.5,45.22,-31.53,-18.94
3.93,9.1,-0.5,3.93,9.1,-0.5,44.5,-32.97,-18.25
3.93,9.12,-0.49,3.93,9.12,-0.49,44.84,-32.25,-16.52
3.93,9.12,-0.49,3.93,9.12,-0.49,46.81,-32.44,-17.73
3.92,9.12,-0.49,3.92,9.12,-0.49,44.84,-32.25,-19.62
3.92,9.12,-0.48,3.92,9.12,-0.48,45.38,-32.44,-17.05
3.93,9.14,-0.48,3.93,9.14,-0.48,45.03,-32.44,-18.08
3.91,9.11,-0.48,3.91,9.11,-0.48,45.22,-32.97,-18.25
3.9,9.15,-0.46,3.9,9.15,-0.46,45.94,-32.97,-18.59
3.92,9.12,-0.47,3.92,9.12,-0.47,45.56,-32.25,-17.91
3.94,9.12,-0.49,3.94,9.12,-0.49,43.97,-32.44,-18.08
3.93,9.13,-0.47,3.93,9.13,-0.47,45.03,-31.36,-18.42
3.93,9.12,-0.48,3.93,9.12,-0.48,45.22,-32.25,-17.91
